Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Returned;Person_Region
2212;CA-2015-163440;3/22/2019;3/24/2019;First Class;RD-19900;Ruben Dartt;Consumer;United States;Thousand Oaks;California;91360;West;TEC-PH-10000376;Technology;Phones;Square Credit Card Reader;15,984;2;0,2;1,1988;;Anna Andreadi
2213;US-2015-163279;3/22/2019;3/26/2019;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;San Diego;California;92037;West;OFF-PA-10003127;Office Supplies;Paper;Easy-staple paper;105,52;4;0;48,5392;;Anna Andreadi
2214;US-2015-163279;3/22/2019;3/26/2019;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;San Diego;California;92037;West;FUR-FU-10000747;Furniture;Furnishings;Tenex B1-RE Series Chair Mats for Low Pile Carpets;91,96;2;0;15,6332;;Anna Andreadi
2215;US-2015-163279;3/22/2019;3/26/2019;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;San Diego;California;92037;West;TEC-PH-10001795;Technology;Phones;ClearOne CHATAttach 160 - speaker phone;1487,976;3;0,2;185,997;;Anna Andreadi
2216;CA-2015-121552;3/22/2019;3/27/2019;Standard Class;FW-14395;Fred Wasserman;Corporate;United States;Huntsville;Alabama;35810;South;OFF-AR-10003217;Office Supplies;Art;Newell 316;19,56;4;0;5,4768;;Cassandra Brandow
2217;CA-2015-117884;3/22/2019;3/22/2019;Same Day;DC-13285;Debra Catini;Consumer;United States;Plantation;Florida;33317;South;TEC-AC-10002567;Technology;Accessories;Logitech G602 Wireless Gaming Mouse;447,944;7;0,2;89,5888;;Cassandra Brandow
2218;CA-2015-117884;3/22/2019;3/22/2019;Same Day;DC-13285;Debra Catini;Consumer;United States;Plantation;Florida;33317;South;OFF-ST-10002182;Office Supplies;Storage;Iris 3-Drawer Stacking Bin, Black;150,408;9;0,2;-33,8418;;Cassandra Brandow
2219;US-2015-125374;3/23/2019;3/29/2019;Standard Class;JD-16060;Julia Dunbar;Consumer;United States;Houston;Texas;77095;Central;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;107,772;2;0,3;-29,2524;;Kelly Williams
2220;CA-2015-130218;3/23/2019;3/26/2019;First Class;SG-20470;Sheri Gordon;Consumer;United States;Florence;South Carolina;29501;South;OFF-FA-10003112;Office Supplies;Fasteners;Staples;31,56;4;0;14,202;;Cassandra Brandow
2221;CA-2015-130218;3/23/2019;3/26/2019;First Class;SG-20470;Sheri Gordon;Consumer;United States;Florence;South Carolina;29501;South;OFF-ST-10002486;Office Supplies;Storage;Eldon Shelf Savers Cubes and Bins;27,92;4;0;0,5584;;Cassandra Brandow
2222;CA-2015-138219;3/23/2019;3/30/2019;Standard Class;BP-11095;Bart Pistole;Corporate;United States;Los Angeles;California;90049;West;OFF-PA-10000380;Office Supplies;Paper;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";33,36;4;0;16,68;;Anna Andreadi
2223;US-2015-107944;3/23/2019;3/25/2019;First Class;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90008;West;OFF-PA-10000659;Office Supplies;Paper;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;192,72;11;0;92,5056;;Anna Andreadi
2224;US-2015-107944;3/23/2019;3/25/2019;First Class;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90008;West;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;239,97;3;0;86,3892;;Anna Andreadi
2225;CA-2015-118423;3/24/2019;3/27/2019;First Class;DP-13390;Dennis Pardue;Home Office;United States;Peoria;Illinois;61604;Central;FUR-BO-10000362;Furniture;Bookcases;Sauder Inglewood Library Bookcases;359,058;3;0,3;-35,9058;;Kelly Williams
2226;US-2015-112508;3/24/2019;3/30/2019;Standard Class;BP-11185;Ben Peterman;Corporate;United States;Coral Springs;Florida;33065;South;OFF-AP-10002287;Office Supplies;Appliances;Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags;6,992;2;0,2;0,5244;;Cassandra Brandow
2227;CA-2015-145457;3/24/2019;3/27/2019;Second Class;CP-12085;Cathy Prescott;Corporate;United States;Covington;Washington;98042;West;FUR-FU-10003832;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;46,9;5;0;13,132;;Anna Andreadi
2228;CA-2015-103793;3/26/2019;3/31/2019;Standard Class;BV-11245;Benjamin Venier;Corporate;United States;Miami;Florida;33142;South;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;74,352;3;0,2;23,235;;Cassandra Brandow
2229;CA-2015-167374;3/26/2019;3/30/2019;Second Class;GM-14500;Gene McClure;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-PA-10001950;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;40,032;6;0,2;12,51;;Chuck Magee
2230;CA-2015-167374;3/26/2019;3/30/2019;Second Class;GM-14500;Gene McClure;Consumer;United States;Philadelphia;Pennsylvania;19140;East;TEC-AC-10004633;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;16,776;3;0,2;5,0328;;Chuck Magee
2231;CA-2015-164301;3/26/2019;3/30/2019;Standard Class;EB-13840;Ellis Ballard;Corporate;United States;Seattle;Washington;98103;West;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;3393,68;8;0;610,8624;;Anna Andreadi
2232;US-2015-116981;3/26/2019;3/28/2019;Second Class;SM-20950;Suzanne McNair;Corporate;United States;New York City;New York;10009;East;OFF-ST-10002615;Office Supplies;Storage;Dual Level, Single-Width Filing Carts;1085,42;7;0;282,2092;;Chuck Magee
2233;US-2015-116981;3/26/2019;3/28/2019;Second Class;SM-20950;Suzanne McNair;Corporate;United States;New York City;New York;10009;East;OFF-AP-10000595;Office Supplies;Appliances;Disposable Triple-Filter Dust Bags;13,11;3;0;3,4086;;Chuck Magee
2234;CA-2015-132948;3/27/2019;4/3/2019;Standard Class;MV-17485;Mark Van Huff;Consumer;United States;Seattle;Washington;98115;West;OFF-ST-10000636;Office Supplies;Storage;Rogers Profile Extra Capacity Storage Tub;83,7;5;0;3,348;;Anna Andreadi
2235;CA-2015-131534;3/28/2019;4/2/2019;Standard Class;AB-10165;Alan Barnes;Consumer;United States;Los Angeles;California;90036;West;TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;166,24;1;0;24,936;;Anna Andreadi
2236;CA-2015-131534;3/28/2019;4/2/2019;Standard Class;AB-10165;Alan Barnes;Consumer;United States;Los Angeles;California;90036;West;OFF-PA-10000743;Office Supplies;Paper;Xerox 1977;33,4;5;0;16,032;;Anna Andreadi
2237;CA-2015-135363;3/28/2019;4/2/2019;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10003177;Office Supplies;Paper;Xerox 1999;15,552;3;0,2;5,4432;;Chuck Magee
2238;CA-2015-135363;3/28/2019;4/2/2019;Standard Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10000533;Office Supplies;Paper;Southworth Parchment Paper & Envelopes;5,232;1;0,2;1,7004;;Chuck Magee
2239;CA-2015-133536;3/28/2019;3/30/2019;Second Class;JH-15820;John Huston;Consumer;United States;New York City;New York;10009;East;OFF-EN-10004459;Office Supplies;Envelopes;Security-Tint Envelopes;22,92;3;0;11,2308;;Chuck Magee
2240;CA-2015-153549;3/29/2019;3/31/2019;Second Class;SL-20155;Sara Luxemburg;Home Office;United States;Jacksonville;Florida;32216;South;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;1166,92;5;0,2;131,2785;;Cassandra Brandow
2241;CA-2015-121272;3/29/2019;4/4/2019;Standard Class;DO-13435;Denny Ordway;Consumer;United States;Seattle;Washington;98103;West;OFF-AP-10001947;Office Supplies;Appliances;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;73,28;4;0;21,2512;;Anna Andreadi
2242;US-2015-103996;3/29/2019;3/31/2019;Second Class;RB-19435;Richard Bierner;Consumer;United States;San Diego;California;92105;West;OFF-PA-10001736;Office Supplies;Paper;Xerox 1880;212,64;6;0;99,9408;;Anna Andreadi
2243;US-2015-103996;3/29/2019;3/31/2019;Second Class;RB-19435;Richard Bierner;Consumer;United States;San Diego;California;92105;West;OFF-PA-10001609;Office Supplies;Paper;Tops Wirebound Message Log Books;9,87;3;0;4,5402;;Anna Andreadi
2244;US-2015-103996;3/29/2019;3/31/2019;Second Class;RB-19435;Richard Bierner;Consumer;United States;San Diego;California;92105;West;TEC-AC-10003116;Technology;Accessories;Memorex Froggy Flash Drive 8 GB;53,25;3;0;20,7675;;Anna Andreadi
2245;US-2015-103996;3/29/2019;3/31/2019;Second Class;RB-19435;Richard Bierner;Consumer;United States;San Diego;California;92105;West;FUR-FU-10004586;Furniture;Furnishings;G.E. Longer-Life Indoor Recessed Floodlight Bulbs;19,92;3;0;9,5616;;Anna Andreadi
2246;CA-2015-150749;3/29/2019;4/3/2019;Second Class;AS-10240;Alan Shonely;Consumer;United States;Springfield;Virginia;22153;South;OFF-AR-10003732;Office Supplies;Art;Newell 333;5,56;2;0;1,4456;;Cassandra Brandow
2247;CA-2015-105361;3/29/2019;4/4/2019;Standard Class;CM-12115;Chad McGuire;Consumer;United States;New York City;New York;10024;East;OFF-PA-10002615;Office Supplies;Paper;"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled";17,64;4;0;8,1144;;Chuck Magee
2248;CA-2015-121405;3/30/2019;4/4/2019;Standard Class;FC-14335;Fred Chung;Corporate;United States;Chicago;Illinois;60610;Central;OFF-PA-10001838;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";23,52;5;0,2;8,526;;Kelly Williams
2249;CA-2015-121405;3/30/2019;4/4/2019;Standard Class;FC-14335;Fred Chung;Corporate;United States;Chicago;Illinois;60610;Central;TEC-PH-10002890;Technology;Phones;AT&T 17929 Lendline Telephone;180,96;5;0,2;13,572;;Kelly Williams
2250;CA-2015-104871;3/30/2019;4/3/2019;Standard Class;DR-12940;Daniel Raglin;Home Office;United States;Normal;Illinois;61761;Central;FUR-CH-10003298;Furniture;Chairs;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;366,744;4;0,3;-110,0232;;Kelly Williams
2251;CA-2015-137106;3/31/2019;4/4/2019;Standard Class;SC-20260;Scott Cohen;Corporate;United States;Jacksonville;Florida;32216;South;TEC-PH-10000011;Technology;Phones;PureGear Roll-On Screen Protector;79,96;5;0,2;27,986;;Cassandra Brandow
2252;CA-2015-128125;3/31/2019;4/5/2019;Standard Class;EB-13705;Ed Braxton;Corporate;United States;Houston;Texas;77095;Central;OFF-PA-10000357;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;98,376;3;0,2;35,6613;;Kelly Williams
2253;CA-2015-128125;3/31/2019;4/5/2019;Standard Class;EB-13705;Ed Braxton;Corporate;United States;Houston;Texas;77095;Central;FUR-FU-10001085;Furniture;Furnishings;3M Polarizing Light Filter Sleeves;22,38;3;0,6;-7,833;;Kelly Williams
2254;US-2015-122140;4/2/2019;4/7/2019;Standard Class;MO-17950;Michael Oakman;Consumer;United States;Dallas;Texas;75220;Central;OFF-AP-10001242;Office Supplies;Appliances;APC 7 Outlet Network SurgeArrest Surge Protector;32,192;2;0,8;-80,48;;Kelly Williams
2255;US-2015-122140;4/2/2019;4/7/2019;Standard Class;MO-17950;Michael Oakman;Consumer;United States;Dallas;Texas;75220;Central;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;50,12;7;0,2;-0,6265;;Kelly Williams
2256;US-2015-122140;4/2/2019;4/7/2019;Standard Class;MO-17950;Michael Oakman;Consumer;United States;Dallas;Texas;75220;Central;TEC-AC-10003289;Technology;Accessories;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;47,976;3;0,2;1,7991;;Kelly Williams
2257;CA-2015-136378;4/2/2019;4/7/2019;Standard Class;CS-11845;Cari Sayre;Corporate;United States;Houston;Texas;77070;Central;OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;9,156;3;0,8;-13,734;;Kelly Williams
2258;US-2015-159513;4/2/2019;4/9/2019;Standard Class;JD-15790;John Dryer;Consumer;United States;Los Angeles;California;90049;West;TEC-MA-10003329;Technology;Machines;Vtech AT&T CL2940 Corded Speakerphone, Black;71,976;3;0,2;24,2919;;Anna Andreadi
2259;US-2015-142811;4/2/2019;4/7/2019;Standard Class;JL-15850;John Lucas;Consumer;United States;Mesa;Arizona;85204;West;TEC-PH-10003095;Technology;Phones;Samsung HM1900 Bluetooth Headset;87,8;5;0,2;32,925;;Anna Andreadi
2260;CA-2015-110667;4/4/2019;4/8/2019;Standard Class;NF-18595;Nicole Fjeld;Home Office;United States;New York City;New York;10009;East;OFF-AR-10000716;Office Supplies;Art;DIXON Ticonderoga Erasable Checking Pencils;11,16;2;0;4,3524;;Chuck Magee
2261;CA-2015-110667;4/4/2019;4/8/2019;Standard Class;NF-18595;Nicole Fjeld;Home Office;United States;New York City;New York;10009;East;FUR-FU-10004622;Furniture;Furnishings;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;108,4;2;0;22,764;;Chuck Magee
2262;CA-2015-110667;4/4/2019;4/8/2019;Standard Class;NF-18595;Nicole Fjeld;Home Office;United States;New York City;New York;10009;East;OFF-BI-10002735;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;82,344;3;0,2;27,7911;;Chuck Magee
2263;CA-2015-110667;4/4/2019;4/8/2019;Standard Class;NF-18595;Nicole Fjeld;Home Office;United States;New York City;New York;10009;East;OFF-BI-10003529;Office Supplies;Binders;Avery Round Ring Poly Binders;9,088;4;0,2;3,2944;;Chuck Magee
2264;CA-2015-112452;4/4/2019;4/4/2019;Same Day;NC-18340;Nat Carroll;Consumer;United States;Lansing;Michigan;48911;Central;OFF-AP-10003849;Office Supplies;Appliances;Hoover Shoulder Vac Commercial Portable Vacuum;644,076;2;0,1;107,346;;Kelly Williams
2265;CA-2015-112452;4/4/2019;4/4/2019;Same Day;NC-18340;Nat Carroll;Consumer;United States;Lansing;Michigan;48911;Central;OFF-FA-10000735;Office Supplies;Fasteners;Staples;5,84;2;0;2,628;;Kelly Williams
2266;CA-2015-112452;4/4/2019;4/4/2019;Same Day;NC-18340;Nat Carroll;Consumer;United States;Lansing;Michigan;48911;Central;OFF-BI-10003350;Office Supplies;Binders;Acco Expandable Hanging Binders;12,76;2;0;5,8696;;Kelly Williams
2267;CA-2015-112452;4/4/2019;4/4/2019;Same Day;NC-18340;Nat Carroll;Consumer;United States;Lansing;Michigan;48911;Central;TEC-PH-10000307;Technology;Phones;Shocksock Galaxy S4 Armband;10,95;1;0;0,438;;Kelly Williams
2268;CA-2015-112452;4/4/2019;4/4/2019;Same Day;NC-18340;Nat Carroll;Consumer;United States;Lansing;Michigan;48911;Central;TEC-CO-10004202;Technology;Copiers;Brother DCP1000 Digital 3 in 1 Multifunction Machine;599,98;2;0;209,993;;Kelly Williams
2269;US-2015-136476;4/5/2019;4/10/2019;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Bristol;Tennessee;37620;South;OFF-BI-10003650;Office Supplies;Binders;GBC DocuBind 300 Electric Binding Machine;157,794;1;0,7;-115,7156;;Cassandra Brandow
2270;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-AP-10004036;Office Supplies;Appliances;Bionaire 99.97% HEPA Air Cleaner;98,112;7;0,2;18,396;;Chuck Magee
2271;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-ST-10003816;Office Supplies;Storage;Fellowes High-Stak Drawer Files;563,808;4;0,2;21,1428;;Chuck Magee
2272;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002072;Office Supplies;Binders;Cardinal Slant-D Ring Binders;10,428;4;0,7;-6,952;;Chuck Magee
2273;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;FUR-FU-10001468;Furniture;Furnishings;Tenex Antistatic Computer Chair Mats;547,136;4;0,2;-68,392;;Chuck Magee
2274;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;TEC-PH-10000347;Technology;Phones;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;14,85;5;0,4;-3,2175;;Chuck Magee
2275;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;TEC-PH-10002844;Technology;Phones;Speck Products Candyshell Flip Case;41,988;2;0,4;-9,7972;;Chuck Magee
2276;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;FUR-FU-10001037;Furniture;Furnishings;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;7,584;1;0,2;2,37;;Chuck Magee
2277;CA-2015-167010;4/5/2019;4/10/2019;Standard Class;VT-21700;Valerie Takahito;Home Office;United States;Philadelphia;Pennsylvania;19143;East;FUR-BO-10004218;Furniture;Bookcases;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;352,45;5;0,5;-211,47;;Chuck Magee
2278;CA-2015-119942;4/5/2019;4/7/2019;First Class;TT-21070;Ted Trevino;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-LA-10001569;Office Supplies;Labels;Avery 499;23,904;6;0,2;7,7688;;Chuck Magee
2279;CA-2015-161452;4/5/2019;4/11/2019;Standard Class;CA-11965;Carol Adams;Corporate;United States;Los Angeles;California;90036;West;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;892,224;3;0,2;89,2224;;Anna Andreadi
2280;CA-2015-102855;4/5/2019;4/6/2019;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Spokane;Washington;99207;West;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;239,94;6;0;26,3934;;Anna Andreadi
2281;CA-2015-102855;4/5/2019;4/6/2019;Same Day;JF-15415;Jennifer Ferguson;Consumer;United States;Spokane;Washington;99207;West;OFF-AR-10002467;Office Supplies;Art;Dixon Ticonderoga Pencils;23,84;8;0;6,4368;;Anna Andreadi
2282;CA-2015-124541;4/6/2019;4/10/2019;Standard Class;TT-21220;Thomas Thornton;Consumer;United States;Houston;Texas;77041;Central;OFF-AR-10004078;Office Supplies;Art;Newell 312;42,048;9;0,2;5,256;;Kelly Williams
2283;CA-2015-124541;4/6/2019;4/10/2019;Standard Class;TT-21220;Thomas Thornton;Consumer;United States;Houston;Texas;77041;Central;TEC-AC-10002550;Technology;Accessories;Maxell 4.7GB DVD-RW 3/Pack;25,488;2;0,2;4,4604;;Kelly Williams
2284;CA-2015-124541;4/6/2019;4/10/2019;Standard Class;TT-21220;Thomas Thornton;Consumer;United States;Houston;Texas;77041;Central;OFF-BI-10004965;Office Supplies;Binders;Ibico Covers for Plastic or Wire Binding Elements;6,9;3;0,8;-12,075;;Kelly Williams
2285;CA-2015-124541;4/6/2019;4/10/2019;Standard Class;TT-21220;Thomas Thornton;Consumer;United States;Houston;Texas;77041;Central;OFF-BI-10004209;Office Supplies;Binders;Fellowes Twister Kit, Gray/Clear, 3/pkg;9,648;6;0,8;-16,884;;Kelly Williams
2286;CA-2015-124541;4/6/2019;4/10/2019;Standard Class;TT-21220;Thomas Thornton;Consumer;United States;Houston;Texas;77041;Central;OFF-PA-10001526;Office Supplies;Paper;Xerox 1949;7,968;2;0,2;2,8884;;Kelly Williams
2287;CA-2015-100888;4/6/2019;4/10/2019;Standard Class;MH-17455;Mark Hamilton;Consumer;United States;Jacksonville;North Carolina;28540;South;OFF-PA-10001019;Office Supplies;Paper;Xerox 1884;47,952;3;0,2;16,1838;;Cassandra Brandow
2288;CA-2015-140025;4/7/2019;4/11/2019;Standard Class;PF-19120;Peter Fuller;Consumer;United States;San Antonio;Texas;78207;Central;OFF-AP-10002651;Office Supplies;Appliances;Hoover Upright Vacuum With Dirt Cup;463,248;8;0,8;-1181,2824;;Kelly Williams
2289;CA-2015-140025;4/7/2019;4/11/2019;Standard Class;PF-19120;Peter Fuller;Consumer;United States;San Antonio;Texas;78207;Central;TEC-AC-10002402;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;383,952;6;0,2;47,994;;Kelly Williams
2290;CA-2015-130554;4/7/2019;4/9/2019;First Class;FM-14290;Frank Merwin;Home Office;United States;Philadelphia;Pennsylvania;19140;East;OFF-AR-10001954;Office Supplies;Art;Newell 331;11,736;3;0,2;1,0269;;Chuck Magee
2291;CA-2015-166492;4/7/2019;4/10/2019;First Class;RP-19390;Resi Pölking;Consumer;United States;New York City;New York;10035;East;OFF-PA-10002262;Office Supplies;Paper;Xerox 192;25,92;4;0;12,4416;;Chuck Magee
2292;CA-2015-166492;4/7/2019;4/10/2019;First Class;RP-19390;Resi Pölking;Consumer;United States;New York City;New York;10035;East;OFF-ST-10002214;Office Supplies;Storage;X-Rack File for Hanging Folders;22,58;2;0;5,8708;;Chuck Magee
2293;CA-2015-142027;4/9/2019;4/14/2019;Standard Class;JK-15370;Jay Kimmel;Consumer;United States;Long Beach;California;90805;West;FUR-TA-10002774;Furniture;Tables;Laminate Occasional Tables;369,912;3;0,2;-13,8717;;Anna Andreadi
2294;CA-2015-116512;4/9/2019;4/14/2019;Standard Class;MC-18100;Mick Crebagga;Consumer;United States;New York City;New York;10024;East;OFF-ST-10001505;Office Supplies;Storage;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";17,94;3;0;3,0498;;Chuck Magee
2295;CA-2015-101000;4/9/2019;4/14/2019;Standard Class;IG-15085;Ivan Gibson;Consumer;United States;Norwich;Connecticut;6360;East;OFF-AP-10000179;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;370,14;3;0;144,3546;;Chuck Magee
2296;CA-2015-168767;4/10/2019;4/15/2019;Standard Class;DM-12955;Dario Medina;Corporate;United States;Sacramento;California;95823;West;OFF-BI-10000773;Office Supplies;Binders;Insertable Tab Post Binder Dividers;12,832;2;0,2;4,3308;;Anna Andreadi
2297;CA-2015-134201;4/10/2019;4/16/2019;Standard Class;EH-14125;Eugene Hildebrand;Home Office;United States;Rochester;New York;14609;East;OFF-ST-10001476;Office Supplies;Storage;Steel Personal Filing/Posting Tote;142,04;4;0;38,3508;Yes;Chuck Magee
2298;CA-2015-134201;4/10/2019;4/16/2019;Standard Class;EH-14125;Eugene Hildebrand;Home Office;United States;Rochester;New York;14609;East;OFF-AR-10002804;Office Supplies;Art;Faber Castell Col-Erase Pencils;14,67;3;0;6,0147;Yes;Chuck Magee
2299;CA-2015-111164;4/11/2019;4/15/2019;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;New York City;New York;10009;East;TEC-AC-10002473;Technology;Accessories;Maxell 4.7GB DVD-R;85,14;3;0;34,9074;;Chuck Magee
2300;CA-2015-111164;4/11/2019;4/15/2019;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;New York City;New York;10009;East;TEC-PH-10004531;Technology;Phones;OtterBox Commuter Series Case - iPhone 5 & 5s;21,99;1;0;10,5552;;Chuck Magee
2301;CA-2015-111164;4/11/2019;4/15/2019;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;New York City;New York;10009;East;OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;406,6;5;0;113,848;;Chuck Magee
2302;CA-2015-125563;4/11/2019;4/17/2019;Standard Class;PR-18880;Patrick Ryan;Consumer;United States;Tampa;Florida;33614;South;FUR-FU-10001290;Furniture;Furnishings;Executive Impressions Supervisor Wall Clock;67,36;2;0,2;10,104;;Cassandra Brandow
2303;CA-2015-125563;4/11/2019;4/17/2019;Standard Class;PR-18880;Patrick Ryan;Consumer;United States;Tampa;Florida;33614;South;FUR-FU-10000087;Furniture;Furnishings;"Executive Impressions 14"" Two-Color Numerals Wall Clock";54,528;3;0,2;14,3136;;Cassandra Brandow
2304;US-2015-136987;4/11/2019;4/14/2019;Second Class;AR-10540;Andy Reiter;Consumer;United States;Los Angeles;California;90004;West;TEC-CO-10001943;Technology;Copiers;Canon PC-428 Personal Copier;639,968;4;0,2;215,9892;Yes;Anna Andreadi
2305;US-2015-136987;4/11/2019;4/14/2019;Second Class;AR-10540;Andy Reiter;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10003127;Office Supplies;Paper;Easy-staple paper;52,76;2;0;24,2696;Yes;Anna Andreadi
2306;CA-2015-145415;4/12/2019;4/17/2019;Second Class;RD-19660;Robert Dilbeck;Home Office;United States;Seattle;Washington;98103;West;OFF-ST-10000419;Office Supplies;Storage;Rogers Jumbo File, Granite;40,74;3;0;0,4074;;Anna Andreadi
2307;CA-2015-133452;4/13/2019;4/19/2019;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Pomona;California;91767;West;TEC-AC-10002800;Technology;Accessories;Plantronics Audio 478 Stereo USB Headset;199,96;4;0;69,986;;Anna Andreadi
2308;CA-2015-133452;4/13/2019;4/19/2019;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Pomona;California;91767;West;FUR-TA-10003954;Furniture;Tables;Hon 94000 Series Round Tables;710,832;3;0,2;-97,7394;;Anna Andreadi
2309;CA-2015-149678;4/13/2019;4/15/2019;Second Class;AW-10840;Anthony Witt;Consumer;United States;Farmington;New Mexico;87401;West;OFF-SU-10004498;Office Supplies;Supplies;Martin-Yale Premier Letter Opener;12,88;1;0;0,3864;;Anna Andreadi
2310;CA-2015-100216;4/13/2019;4/14/2019;First Class;HJ-14875;Heather Jas;Home Office;United States;Mesa;Arizona;85204;West;OFF-PA-10000788;Office Supplies;Paper;Xerox 210;31,104;6;0,2;10,8864;;Anna Andreadi
2311;CA-2015-100216;4/13/2019;4/14/2019;First Class;HJ-14875;Heather Jas;Home Office;United States;Mesa;Arizona;85204;West;OFF-PA-10002968;Office Supplies;Paper;Xerox 1973;54,816;3;0,2;17,8152;;Anna Andreadi
2312;US-2015-120502;4/13/2019;4/19/2019;Standard Class;BT-11395;Bill Tyler;Corporate;United States;Los Angeles;California;90036;West;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;37,68;2;0;15,8256;;Anna Andreadi
2313;US-2015-120502;4/13/2019;4/19/2019;Standard Class;BT-11395;Bill Tyler;Corporate;United States;Los Angeles;California;90036;West;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;258,576;2;0,2;19,3932;;Anna Andreadi
2314;US-2015-120502;4/13/2019;4/19/2019;Standard Class;BT-11395;Bill Tyler;Corporate;United States;Los Angeles;California;90036;West;OFF-AP-10004980;Office Supplies;Appliances;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;75,84;2;0;29,5776;;Anna Andreadi
